id,title,genres,release_date,runtime,score
1359,American Psycho,Thriller Drama Crime,2000-04-13,102.0,7.242209053295771
4967,Keeping the Faith,Comedy,2000-04-14,127.0,6.185901289534968
10784,Cabaret,Drama Music Romance,1972-02-13,124.0,6.999390037677634
10242,What Ever Happened to Baby Jane?,Drama Horror Thriller,1962-10-31,135.0,7.283173821461418
10518,Marathon Man,Thriller,1976-10-05,125.0,6.8996752298209945
11977,Caddyshack,Comedy,1980-07-25,98.0,6.631649648944763
3536,U-571,Action Drama Thriller War,2000-04-20,116.0,6.218364978100444
1443,The Virgin Suicides,Drama Romance,1999-04-21,97.0,6.999874439501223
98,Gladiator,Action Drama Adventure,2000-05-01,155.0,7.860142213402153
5491,Battlefield Earth,Action Science Fiction War,2000-05-10,118.0,4.326430343533948
5683,Pee-wee's Big Adventure,Adventure Comedy,1985-07-26,90.0,6.549309057495551
10567,Dinosaur,Animation Family,2000-05-19,82.0,6.260545385810131
9285,Road Trip,Comedy Adventure,2000-05-19,93.0,6.029259597099612
955,Mission: Impossible II,Adventure Action Thriller,2000-05-24,123.0,5.943167598278799
8584,Shanghai Noon,Adventure Action Comedy Western,2000-05-26,110.0,6.247788552337036
962,The Gold Rush,Adventure Comedy Drama,1925-06-25,95.0,7.280714346027189
668,On Her Majesty's Secret Service,Adventure Action Thriller,1969-12-12,142.0,6.4932280672127
691,The Spy Who Loved Me,Adventure Action Thriller,1977-07-07,125.0,6.570036020652925
698,Moonraker,Action Adventure Thriller Science Fiction,1979-06-26,126.0,6.029077797384986
682,The Man with the Golden Gun,Adventure Action Thriller,1974-12-01,125.0,6.416990352006818
9600,Big Momma's House,Crime Comedy,2000-05-31,98.0,5.807380287745882
10911,The Guns of Navarone,Action Adventure Drama War,1961-04-27,158.0,6.923288643705768
11072,Blazing Saddles,Western Comedy,1974-02-07,93.0,7.050801429962419
985,Eraserhead,Drama Fantasy Horror Science Fiction,1977-03-19,89.0,7.251173202940492
938,For a Few Dollars More,Western,1965-12-18,132.0,7.615134419808993
10648,Magnum Force,Action Crime Thriller,1973-12-23,124.0,6.8561418830674565
11368,Blood Simple,Crime Drama Thriller,1984-09-07,97.0,7.0174664827793265
1551,Flatliners,Drama Horror Science Fiction Thriller,1990-08-09,115.0,6.348471752078053
10246,Porky's,Comedy,1981-11-13,94.0,6.273258880987608
169,Predator 2,Science Fiction Action Thriller,1990-11-20,108.0,6.0839139689266055
865,The Running Man,Action Science Fiction,1987-11-13,101.0,6.413487186644588
9663,Starman,Action Adventure Romance Science Fiction,1984-12-13,115.0,6.546634073722228
9659,Mad Max,Adventure Action Thriller Science Fiction,1979-04-12,93.0,6.585501300315931
8810,Mad Max 2: The Road Warrior,Adventure Action Thriller Science Fiction,1981-12-24,95.0,7.184114210289855
9355,Mad Max Beyond Thunderdome,Action Adventure Science Fiction,1985-06-29,107.0,5.999215474530513
1727,Bird on a Wire,Action Adventure Comedy Romance,1990-05-18,110.0,6.148710877888143
635,Angel Heart,Horror Mystery Thriller,1987-03-06,113.0,6.826696119219599
10068,Nine 1/2 Weeks,Drama Romance,1986-02-14,117.0,6.114210827815524
11495,Firestarter,Fantasy Drama Horror Action Thriller,1984-05-11,114.0,6.17477339503211
9679,Gone in Sixty Seconds,Action Crime Thriller,2000-06-09,118.0,6.135771582250583
17814,Assault on Precinct 13,Action Crime,1976-11-05,91.0,6.838314135615469
592,The Conversation,Crime Drama Mystery,1974-04-07,113.0,7.19417935556932
9040,Serpico,Crime Drama History,1973-12-05,129.0,7.221178801257597
6978,Big Trouble in Little China,Action Adventure Comedy Fantasy,1986-05-30,99.0,6.987005990914007
3133,Badlands,Crime Drama,1973-10-15,94.0,7.143762069285737
643,Battleship Potemkin,Drama History,1925-12-24,75.0,7.100759872411979
479,Shaft,Action Adventure Crime Thriller,2000-06-15,99.0,5.827256962060346
7450,Titan A.E.,Animation Action Science Fiction Family Adventure,2000-06-16,94.0,6.357863154043176
7443,Chicken Run,Animation Comedy Family,2000-06-21,84.0,6.496869862178315
2123,"Me, Myself & Irene",Comedy,2000-06-22,116.0,6.153561213208534
2024,The Patriot,Drama History War Action,2000-06-28,165.0,6.759514972047073
2133,The Perfect Storm,Drama,2000-03-15,130.0,6.256923685228511
4244,The Kid,Fantasy Comedy Family,2000-07-07,104.0,6.188493318260509
4247,Scary Movie,Comedy,2000-07-07,88.0,6.046544418882508
1052,Blow-Up,Drama Mystery Thriller,1966-12-18,111.0,6.958331560570347
1788,Footloose,Drama Family Music Romance,1984-02-17,107.0,6.41718877947551
36657,X-Men,Adventure Action Science Fiction,2000-07-13,104.0,6.78794420912759
2655,What Lies Beneath,Drama Horror Mystery Thriller,2000-07-21,130.0,6.3418287860553075
12599,Pokémon: The Movie 2000,Adventure Fantasy Animation Science Fiction Family,1999-07-17,84.0,6.4326158280906505
93,Anatomy of a Murder,Crime Drama Mystery Thriller,1959-07-01,160.0,7.1653251061055165
10276,What About Bob?,Comedy,1991-05-17,100.0,6.6147630916252345
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,1972-08-06,88.0,6.54649289402308
11686,Love and Death,History Comedy,1975-06-10,85.0,7.011233077204538
12107,Nutty Professor II: The Klumps,Fantasy Comedy Romance Science Fiction,2000-07-27,106.0,5.26982793964001
6282,Coyote Ugly,Comedy Drama Music Romance,2000-07-30,100.0,5.943699085254298
9383,Hollow Man,Action Science Fiction Thriller,2000-08-04,112.0,5.773632688125123
5551,Space Cowboys,Action Adventure Thriller,2000-07-31,130.0,6.348984680671472
11589,Kelly's Heroes,Adventure Comedy War,1970-06-22,144.0,6.868872689289814
10393,The Replacements,Comedy,2000-08-07,118.0,6.319276059783991
8843,The Cell,Horror Science Fiction Thriller,2000-08-17,107.0,6.125870953389908
37136,The Naked Gun: From the Files of Police Squad!,Comedy Crime,1988-12-02,85.0,7.015062977915868
37137,The Naked Gun 2½: The Smell of Fear,Comedy Crime,1991-06-28,85.0,6.571751835112744
1588,Bring It On,Comedy,2000-08-25,98.0,5.946831490382459
786,Almost Famous,Drama Music,2000-09-15,122.0,7.246715939959385
16,Dancer in the Dark,Drama Crime Music,2000-05-17,140.0,7.344518684675226
13785,Best in Show,Comedy,2000-09-19,90.0,6.589555835185136
10637,Remember the Titans,Drama,2000-09-29,113.0,7.25102946124696
9003,Hellraiser,Horror,1987-09-11,94.0,6.790663964648598
9064,Hellbound: Hellraiser II,Horror Thriller,1988-12-23,97.0,6.371768253076807
11569,Hellraiser III: Hell on Earth,Horror Thriller War,1992-09-11,93.0,5.886794731064764
1597,Meet the Parents,Comedy Romance,2000-10-06,108.0,6.589371683626235
641,Requiem for a Dream,Crime Drama,2000-10-27,102.0,7.8149997444844415
2134,The Time Machine,Thriller Adventure Fantasy Science Fiction Romance,1960-08-17,103.0,7.064388100638527
71,Billy Elliot,Drama Comedy Music,2000-05-18,110.0,7.241300121992211
1636,Bedazzled,Fantasy Comedy Romance,2000-10-19,93.0,5.803752644228462
10647,Pay It Forward,Drama Romance,2000-10-12,122.0,6.861242691829859
12207,The Legend of Drunken Master,Action Comedy,1994-02-03,102.0,6.913729837292426
11531,Book of Shadows: Blair Witch 2,Mystery Thriller Horror,2000-10-27,90.0,5.224931686012566
4327,Charlie's Angels,Action Adventure Comedy Crime Thriller,2000-11-02,98.0,5.698920250488834
4958,The Legend of Bagger Vance,Fantasy Drama,2000-11-02,126.0,6.428100987925356
9678,Little Nicky,Comedy Fantasy Romance,2000-11-10,90.0,5.535707271731012
11978,Men of Honor,Drama,2000-09-13,129.0,6.8823663602524086
8870,Red Planet,Thriller Action Science Fiction,2000-11-10,106.0,5.798548292205858
681,Diamonds Are Forever,Adventure Action Thriller,1971-12-13,120.0,6.338468578865269
8452,The 6th Day,Science Fiction,2000-11-17,123.0,5.862220594941972
8871,How the Grinch Stole Christmas,Family Comedy Fantasy,2000-11-17,104.0,6.227358946212953
10481,102 Dalmatians,Comedy Family,2000-10-07,100.0,5.551281958810522
10867,Malena,Drama,2000-10-27,109.0,6.752005019394197
9741,Unbreakable,Science Fiction Thriller Drama,2000-11-13,106.0,6.868326051040263
146,"Crouching Tiger, Hidden Dragon",Adventure Drama Action Romance,2000-10-01,120.0,7.095197758287398
11983,Proof of Life,Action Adventure Drama Romance Thriller,2000-12-08,135.0,6.261116749166374
11678,Vertical Limit,Action Adventure Thriller,2000-12-08,124.0,6.105311664296924
2609,"Planes, Trains and Automobiles",Comedy,1987-11-26,93.0,6.962137983412276
708,The Living Daylights,Action Adventure Thriller,1987-06-29,130.0,6.272115838452594
10673,Wall Street,Crime Drama,1987-12-10,126.0,6.882530423906171
2604,Born on the Fourth of July,Drama War,1989-12-20,145.0,6.63565597502793
107,Snatch,Thriller Crime,2000-09-01,103.0,7.636965728859853
392,Chocolat,Comedy Drama Romance,2000-12-14,121.0,6.7541477734334725
8859,"Dude, Where’s My Car?",Comedy,2000-12-15,83.0,5.5749257890786605
11688,The Emperor's New Groove,Adventure Animation Comedy Family Fantasy,2000-12-09,78.0,7.131792437758642
3981,What Women Want,Comedy Romance,2000-12-15,127.0,6.150613305622967
711,Finding Forrester,Drama,2000-12-21,136.0,6.8188694923456445
2046,The Gift,Horror Drama Thriller Mystery,2000-12-22,111.0,6.426281950760547
8358,Cast Away,Adventure Drama,2000-12-22,143.0,7.45259073728081
5994,The Family Man,Comedy Drama Romance Fantasy,2000-12-12,125.0,6.493875817305398
1493,Miss Congeniality,Comedy Crime Action,2000-12-14,111.0,6.152113612851546
134,"O Brother, Where Art Thou?",Action Adventure Comedy,2000-08-30,106.0,7.1985999340036235
11973,Thirteen Days,Drama Thriller,2000-12-24,145.0,6.706177028240695
1900,Traffic,Thriller Drama Crime,2000-12-27,147.0,6.8069226656762964
15739,Annie,Comedy Drama Family Music,1982-06-18,127.0,6.320590396530922
2623,An Officer and a Gentleman,Drama Romance,1982-07-28,124.0,6.662201356044129
9816,Save the Last Dance,Drama Family Romance Music,2001-01-12,112.0,6.353515055762475
5955,The Pledge,Crime Drama Mystery Thriller,2001-01-09,123.0,6.5469142098181745
2018,The Wedding Planner,Comedy,2001-01-26,103.0,5.689670006645404
96,Beverly Hills Cop II,Action Comedy Crime,1987-05-18,100.0,6.175952114283005
90,Beverly Hills Cop,Action Comedy Crime,1984-11-29,105.0,6.754388047109803
12919,Can't Buy Me Love,Drama Comedy Romance Family,1987-08-14,94.0,6.589218085445641
10110,Empire of the Sun,Drama History War,1987-12-09,153.0,7.096888347067165
764,The Evil Dead,Horror,1981-10-15,85.0,7.176770096869268
2614,Innerspace,Action Comedy Science Fiction,1987-06-30,120.0,6.559222407138558
580,Jaws: The Revenge,Adventure Thriller,1987-07-17,89.0,4.7293909920948956
1547,The Lost Boys,Horror Comedy,1987-07-31,97.0,6.725921012681879
11649,Masters of the Universe,Action Fantasy Science Fiction Adventure Thriller,1987-08-07,106.0,5.717343578485181
843,In the Mood for Love,Drama Romance,2000-05-22,98.0,7.4062603227100645
9740,Hannibal,Crime Drama Thriller Horror,2001-02-08,131.0,6.408086754080168
1921,Sweet November,Drama Romance,2001-02-16,119.0,6.426049367125497
12138,3000 Miles to Graceland,Action Adventure Comedy Thriller Crime,2001-02-23,125.0,6.11605370657104
6073,The Mexican,Action Comedy Crime Romance,2001-03-01,123.0,5.975814541501998
2749,15 Minutes,Action Crime Thriller,2001-03-01,120.0,6.049644954634815
9594,Double Impact,Thriller Action Crime Drama,1991-07-31,110.0,5.795446738629881
11454,Manhunter,Crime Horror Thriller,1986-08-14,119.0,6.69554862788145
14052,Revenge of the Nerds,Comedy,1984-07-20,90.0,6.544434928408584
853,Enemy at the Gates,War,2001-03-13,131.0,7.101753435283791
77,Memento,Mystery Thriller,2000-10-11,113.0,8.039873917269114
10833,Heartbreakers,Crime Comedy Romance,2001-03-23,123.0,6.059072870049819
10054,Spy Kids,Action Comedy Family Adventure,2001-03-18,88.0,5.6479338214061965
55,Amores perros,Drama Thriller,2000-06-16,154.0,7.341426562325285
2043,Along Came a Spider,Crime Mystery Thriller Action,2001-04-06,104.0,6.205236468205501
4133,Blow,Crime Drama,2001-04-04,124.0,7.301967138849686
56715,Just Visiting,Comedy Fantasy Science Fiction,2001-04-06,88.0,5.656079020843017
634,Bridget Jones's Diary,Comedy Romance Drama,2001-04-13,97.0,6.587009835543175
10956,Joe Dirt,Mystery Adventure Comedy Romance Drama,2001-04-10,91.0,5.882737872090232
111,Scarface,Action Crime Drama Thriller,1983-12-08,170.0,7.923126948045554
10477,Driven,Action,2001-04-27,116.0,5.428747982178601
1734,The Mummy Returns,Adventure Action Fantasy,2001-04-28,130.0,6.031337598817504
9476,A Knight's Tale,Adventure Drama Romance Action,2001-05-11,132.0,6.581495255206518
808,Shrek,Adventure Animation Comedy Family Fantasy,2001-05-16,90.0,7.2695542974765655
824,Moulin Rouge!,Drama Music Romance,2001-03-09,127.0,7.301707104735229
676,Pearl Harbor,History Romance War,2001-05-21,183.0,6.58985163770232
1406,City Slickers,Action Adventure Comedy Drama Western,1991-06-07,112.0,6.3116691682161346
1632,Mississippi Burning,Thriller Crime Drama,1988-12-08,128.0,7.1011578910095245
966,The Magnificent Seven,Western,1960-10-22,128.0,7.165465686615071
301,Rio Bravo,Western,1959-03-17,141.0,7.175939562213469
11090,The Animal,Action Comedy,2001-06-01,84.0,5.237817689235584
9397,Evolution,Action Comedy Science Fiction,2001-06-08,101.0,5.852807794988549
9705,Swordfish,Action Crime Thriller,2001-06-07,99.0,6.154045491808973
1089,Point Break,Action Thriller Crime,1991-07-12,120.0,6.833177584662806
759,Gentlemen Prefer Blondes,Comedy Romance,1953-07-14,91.0,6.795362656354786
10653,The Seven Year Itch,Comedy Drama Romance,1955-06-01,105.0,6.755157889362572
9576,Tootsie,Comedy Romance,1982-12-16,116.0,6.7841669167075125
10865,Atlantis: The Lost Empire,Animation Family Adventure Science Fiction,2001-06-02,95.0,6.674434942795148
1995,Lara Croft: Tomb Raider,Adventure Fantasy Action Thriller,2001-06-11,100.0,5.7516802980963355
10808,Dr. Dolittle 2,Comedy Family Romance Fantasy,2001-06-22,87.0,5.332601913987499
9799,The Fast and the Furious,Action Crime Thriller,2001-06-22,106.0,6.594451114935727
644,A.I. Artificial Intelligence,Drama Science Fiction Adventure,2001-06-29,146.0,6.775943949304802
11826,Sexy Beast,Crime Drama Thriller,2000-09-13,89.0,6.7777686383660285
60670,The Crimson Rivers,Crime Mystery Thriller,2000-09-26,106.0,6.700711623461453
10992,Cats & Dogs,Comedy Family,2001-07-04,87.0,5.450811307726051
2140,Kiss of the Dragon,Action Crime Thriller,2001-07-06,98.0,6.42537567659639
4248,Scary Movie 2,Comedy,2001-07-04,83.0,5.545694922765669
11286,The Cannonball Run,Comedy,1981-06-19,95.0,6.336368579254594
11697,The Man Who Shot Liberty Valance,Western,1962-04-22,123.0,7.0568849859739
11906,Suspiria,Horror,1977-02-01,98.0,7.204630061044469
11713,Fist of Fury,Drama Action Thriller,1972-03-22,108.0,6.942513314631867
9589,Christiane F.,Drama,1981-04-01,138.0,6.991061481169917
9462,The Way of the Dragon,Action Crime,1972-06-01,100.0,7.024745098584113
2114,Final Fantasy: The Spirits Within,Adventure Action Animation Fantasy Science Fiction Thriller,2001-07-02,106.0,6.052702685425499
8835,Legally Blonde,Comedy,2001-07-13,96.0,6.240987185337757
11371,The Score,Action Crime Thriller,2001-07-13,124.0,6.6392186475515516
14506,The Adventures of Baron Munchausen,Action Adventure Comedy Fantasy,1988-12-07,126.0,6.702244388233986
9599,The Blob,Horror Science Fiction,1988-08-05,95.0,6.380041250549638
7520,Cocktail,Drama Romance,1988-07-29,104.0,5.952600640695357
9602,Coming to America,Comedy Romance,1988-06-28,116.0,6.496172385815874
3980,Critters,Action Comedy Horror Science Fiction Thriller,1986-04-11,82.0,6.140877464411351
10651,The Dead Pool,Action Crime Thriller,1988-07-12,91.0,6.371768253076807
10141,Dirty Rotten Scoundrels,Crime Comedy,1988-12-14,110.0,6.780089592534529
10675,Frantic,Crime Drama Mystery Thriller,1988-02-16,120.0,6.548403862093686
12144,The Land Before Time,Animation Adventure Family,1988-11-18,69.0,6.897285748708201
9604,Red Heat,Action Crime,1988-06-17,104.0,6.007258296039855
10925,The Return of the Living Dead,Comedy Horror,1985-05-15,91.0,6.992498404513313
11966,Short Circuit 2,Comedy Family Science Fiction Drama,1988-07-06,110.0,5.974921688843673
2605,Short Circuit,Comedy Family Science Fiction,1986-05-09,98.0,6.416941458907518
8337,They Live,Action Horror Science Fiction Thriller,1988-11-23,94.0,6.961183260305712
9493,Twins,Comedy,1988-12-09,107.0,5.870488035731025
1648,Bill & Ted's Excellent Adventure,Adventure Comedy Science Fiction,1989-02-17,90.0,6.641946015930648
4105,Black Rain,Action Thriller Crime,1989-09-22,125.0,6.306766619367621
10142,Casualties of War,Drama History War,1989-08-18,113.0,6.656127586613566
10345,K-9,Action Comedy Crime,1989-04-28,101.0,5.922152612305487
10222,Kickboxer,Action Thriller,1989-04-20,97.0,6.366605069402217
9972,Lock Up,Action Adventure Crime Drama Thriller,1989-08-04,115.0,6.3189519400563166
9494,Look Who's Talking,Comedy Romance,1989-10-12,93.0,5.952654835610091
9942,Major League,Comedy,1989-02-16,107.0,6.605168361101374
331,Jurassic Park III,Adventure Action Thriller Science Fiction,2001-07-18,92.0,5.75455016039697
11467,America's Sweethearts,Comedy Romance,2001-07-17,102.0,5.8708912236683926
1548,Ghost World,Comedy Drama,2001-07-20,111.0,6.930985352345235
869,Planet of the Apes,Thriller Science Fiction Action Adventure,2001-07-25,119.0,5.697744275483023
2171,Wet Hot American Summer,Comedy,2001-07-27,97.0,6.4273185938299875
10135,Road House,Action Thriller,1989-05-19,114.0,6.366287145443256
11185,"See No Evil, Hear No Evil",Crime Comedy,1989-05-12,103.0,6.430985036686118
9618,Tango & Cash,Action Adventure Comedy,1989-12-22,104.0,6.195182028568032
6951,Turner & Hooch,Action Comedy Thriller Crime Family,1989-07-28,100.0,6.085402654425707
2616,Uncle Buck,Comedy Drama Family,1989-08-16,100.0,6.559386172571736
249,The War of the Roses,Comedy Drama Thriller,1989-12-08,116.0,6.61913909361769
2057,Original Sin,Thriller,2001-08-03,118.0,6.099373094279791
9880,The Princess Diaries,Comedy Family Romance,2001-08-03,115.0,6.496544819248344
5175,Rush Hour 2,Action Comedy Crime Thriller,2001-08-03,90.0,6.40951075439477
11542,Altered States,Mystery Drama Fantasy Science Fiction Thriller Horror,1980-12-25,102.0,6.589891531734725
2770,American Pie 2,Comedy Romance,2001-08-10,108.0,6.049364373902752
12610,Osmosis Jones,Adventure Animation Action Comedy Family,2001-08-07,95.0,6.190867289523236
1933,The Others,Horror Drama Mystery Thriller,2001-08-02,101.0,7.3206500609961065
10972,Session 9,Horror Mystery,2001-08-10,100.0,6.305480274555963
9896,Rat Race,Adventure Comedy,2001-07-30,112.0,6.109658920319427
9683,Bubble Boy,Adventure Comedy Drama Romance,2001-08-24,84.0,5.776228658279153
2779,The Curse of the Jade Scorpion,Comedy Crime Mystery Romance Thriller,2001-08-05,103.0,6.487077412662766
2294,Jay and Silent Bob Strike Back,Comedy,2001-08-22,104.0,6.418086503749193
10016,Ghosts of Mars,Action Horror Science Fiction,2001-08-24,98.0,5.383386304881753
8922,Jeepers Creepers,Horror Thriller,2001-07-01,90.0,6.167086772099578
16307,The Wicker Man,Horror Music Mystery Thriller,1973-12-01,99.0,6.888106371967705
12508,Rock Star,Music Drama Comedy,2001-09-04,105.0,6.214051734295833
2176,The Glass House,Drama Thriller,2001-09-14,106.0,5.873207476420729
2034,Training Day,Action Crime Drama Thriller,2001-10-05,122.0,7.227547569282589
12103,Don't Say a Word,Thriller,2001-09-28,113.0,6.197844161725129
9398,Zoolander,Comedy,2001-09-28,89.0,6.13924774388754
10866,Joy Ride,Mystery Thriller Drama,2001-10-05,97.0,6.356914577747386
9778,Serendipity,Comedy Romance,2001-10-05,90.0,6.570644867838497
166,The Party,Drama Romance Comedy,1980-01-01,110.0,6.430582633612271
3172,Bandits,Action Comedy Crime Romance,2001-10-12,123.0,6.293735147624679
1018,Mulholland Drive,Thriller Drama Mystery,2001-05-16,147.0,7.582990050054099
984,Dirty Harry,Action Crime Thriller,1971-12-21,102.0,7.2123725492920565
768,From Hell,Horror Mystery Thriller,2001-10-19,122.0,6.577967662244797
2100,The Last Castle,Action Drama Thriller,2001-10-19,131.0,6.812831808757165
9081,Waking Life,Animation Drama,2001-01-23,99.0,7.160425155952987
167,K-PAX,Drama Science Fiction,2001-10-22,120.0,6.9847980620008325
9378,Thir13en Ghosts,Horror Thriller,2001-10-26,91.0,5.682988985075329
141,Donnie Darko,Fantasy Drama Mystery,2001-01-18,113.0,7.647448932496178
10778,The Man Who Wasn't There,Crime Drama,2001-05-13,116.0,7.118202117758031
585,"Monsters, Inc.",Animation Comedy Family,2001-11-01,92.0,7.473973742304394
10796,The One,Action Science Fiction Thriller,2001-11-02,87.0,5.904585642877231
9889,Shallow Hal,Comedy Romance,2001-11-01,114.0,5.833954885217235
671,Harry Potter and the Philosopher's Stone,Adventure Fantasy Family,2001-11-16,152.0,7.477650287689266
11469,Black Knight,Adventure Comedy Fantasy,2001-11-21,95.0,5.587304465500498
1535,Spy Game,Action Crime Thriller,2001-11-18,126.0,6.7305509493892615
1433,The Devil's Backbone,Fantasy Drama Horror Thriller Science Fiction,2001-04-20,106.0,6.934037331672139
269,Breathless,Drama Crime,1960-03-16,90.0,7.292892767511876
3604,Flash Gordon,Science Fiction,1980-09-01,111.0,6.250565022520717
10649,The Enforcer,Action Crime Thriller,1976-12-20,96.0,6.6075875355630735
10650,Sudden Impact,Action Crime Thriller,1983-12-07,117.0,6.488579226866824
8007,Behind Enemy Lines,Action Drama Thriller War,2001-11-17,106.0,6.121433195417827
161,Ocean's Eleven,Thriller Crime,2001-12-07,116.0,7.1710665456661005
194,Amélie,Comedy Romance,2001-04-25,122.0,7.740436237423722
11397,Not Another Teen Movie,Comedy,2001-12-07,89.0,5.757904493279345
1903,Vanilla Sky,Drama Mystery Romance Science Fiction Thriller,2001-12-10,136.0,6.496646280905337
9428,The Royal Tenenbaums,Comedy Drama,2001-10-05,110.0,7.299644085267925
1649,Bill & Ted's Bogus Journey,Adventure Comedy Family Fantasy Science Fiction,1991-07-19,98.0,6.0948499234410285
8386,How High,Comedy,2001-12-21,93.0,6.43019054856596
12589,Jimmy Neutron: Boy Genius,Action Adventure Animation Comedy Family Fantasy Science Fiction,2001-12-21,83.0,5.953859022634745
11232,Kate & Leopold,Comedy Fantasy Romance Science Fiction,2001-12-25,118.0,6.1284310405774995
120,The Lord of the Rings: The Fellowship of the Ring,Adventure Fantasy Action,2001-12-18,178.0,7.973019698844534
11086,The Majestic,Drama Romance,2001-12-21,152.0,6.542703438925566
453,A Beautiful Mind,Drama Romance,2001-12-11,135.0,7.639567081595542
10794,The Party,Comedy,1968-04-04,99.0,6.886794731064764
37257,Witness for the Prosecution,Drama Mystery Crime,1957-12-17,116.0,7.505877429088413
8489,Ali,Drama,2001-12-11,157.0,6.641287380779133
855,Black Hawk Down,Action History War,2001-12-28,144.0,7.141653772058596
5279,Gosford Park,Drama Mystery Thriller,2001-11-07,137.0,6.674457485434434
10950,I Am Sam,Drama,2001-12-28,132.0,7.034436344644907
1365,Monster's Ball,Drama Romance,2001-11-11,111.0,6.55114568584716
6037,Murder by Death,Comedy Crime Mystery Thriller,1976-06-23,94.0,6.972836639598631
6312,Brotherhood of the Wolf,Adventure Horror Action History,2001-01-31,137.0,6.564138854504831
11595,Another 48 Hrs.,Thriller Action Comedy Crime Drama,1990-06-08,95.0,6.095272092988287
9610,Conan the Destroyer,Adventure Fantasy Action,1984-06-29,103.0,5.995597665954128
11891,Kung Pow: Enter the Fist,Action Comedy,2002-01-25,81.0,6.236057052774843
11888,Snow Dogs,Adventure Comedy Family,2002-01-18,99.0,5.836498039830641
150,48 Hrs.,Thriller Action Comedy Crime Drama,1982-12-07,96.0,6.491935713627338
651,M*A*S*H,Comedy Drama War,1970-01-24,116.0,6.728578678243028
11362,The Count of Monte Cristo,Action Adventure Drama Thriller,2002-01-23,131.0,7.087759733452207
2637,The Mothman Prophecies,Drama Horror Mystery,2002-01-25,119.0,6.227996389594699
10229,A Walk to Remember,Drama Romance,2002-01-25,101.0,7.365056954758196
11870,Big Fat Liar,Comedy Family,2002-02-08,88.0,5.9861168893390175
9884,Collateral Damage,Action Thriller Drama,2002-02-06,108.0,5.763577519358248
11212,Baby's Day Out,Action Adventure Comedy Family,1994-07-01,99.0,6.044386199412074
11528,The Sandlot,Comedy Family,1993-04-07,101.0,6.86799609708501
931,Don't Look Now,Thriller Drama Horror,1973-12-03,110.0,6.819255781346568
17130,Crossroads,Action Adventure Comedy Drama Family Music Romance,2002-02-15,93.0,5.584032130656463
10592,Hart's War,Drama War,2002-02-15,125.0,6.126045108228386
8470,John Q,Drama Thriller Crime,2002-02-15,116.0,6.889756955419797
16690,Return to Never Land,Adventure Fantasy Animation Family,2002-02-14,72.0,6.228823952458458
39939,Super Troopers,Comedy Crime Mystery,2001-01-18,100.0,6.561621089071583
9272,The Good Son,Drama Horror Thriller,1993-09-24,87.0,6.320923519173272
10052,Dragonfly,Drama,2002-02-22,104.0,6.318629577075134
11979,Queen of the Damned,Drama Fantasy Horror,2002-02-10,101.0,5.882737872090232
614,Wild Strawberries,Drama,1957-12-26,91.0,7.410245308885675
2752,40 Days and 40 Nights,Comedy Romance,2002-03-01,94.0,5.637283935495117
10590,We Were Soldiers,Action History War,2002-03-01,138.0,6.647574983995261
2135,The Time Machine,Science Fiction Adventure Action,2002-03-04,96.0,5.93404765415513
425,Ice Age,Animation Comedy Family Adventure,2002-03-10,81.0,7.075637898381314
1576,Resident Evil,Horror Action Science Fiction,2002-03-15,100.0,6.4052098734250995
5851,Showtime,Action Comedy,2002-03-14,95.0,5.721018641122701
1391,Y Tu Mamá También,Drama Romance,2001-06-08,106.0,7.02510252378529
11006,Smokey and the Bandit,Action Adventure Comedy,1977-05-26,96.0,6.653709562859173
36586,Blade II,Fantasy Horror Action Thriller,2002-03-22,117.0,6.3161854976344545
4547,Panic Room,Crime Drama Thriller,2002-03-29,111.0,6.586175197498786
1791,The Piano Teacher,Drama Romance,2001-05-14,131.0,6.874437854175699
11560,High Crimes,Drama Mystery Thriller Crime,2002-04-03,115.0,6.272260270722549
11452,National Lampoon’s Van Wilder,Comedy Romance,2002-03-29,92.0,5.989361552035759
548,Rashomon,Crime Drama Mystery,1950-12-26,88.0,7.6129545387333195
1537,Changing Lanes,Action Adventure Crime Thriller,2002-04-07,89.0,6.096940587855633
12149,Frailty,Drama Thriller Crime,2001-11-17,100.0,6.830872116346837
11812,The Sweetest Thing,Romance Comedy,2002-04-12,84.0,5.721018641122701
8346,My Big Fat Greek Wedding,Comedy Drama Romance,2002-02-22,95.0,6.251742687873197
12154,Three Men and a Baby,Family Comedy Drama,1987-11-27,102.0,6.059697142025842
11892,Murder by Numbers,Crime Drama Thriller,2002-04-19,120.0,6.174193825151091
9334,The Scorpion King,Action Fantasy Adventure,2002-04-16,92.0,5.495191594532978
11470,Jason X,Horror Science Fiction,2001-07-24,91.0,5.189463567556167
557,Spider-Man,Fantasy Action,2002-05-01,121.0,6.790603510964506
2251,Unfaithful,Thriller Drama,2002-05-10,124.0,6.36283781434553
245,About a Boy,Drama Comedy Romance,2002-04-26,101.0,6.57430027184336
1894,Star Wars: Episode II - Attack of the Clones,Adventure Action Science Fiction,2002-05-15,142.0,6.402780896065359
1957,Enough,Drama Thriller,2002-05-24,114.0,6.302276434440945
320,Insomnia,Crime Mystery Thriller,2002-05-24,118.0,6.761054671096738
